ResearcherID,RecordID,LocationID,Please enter your current Workstation ID.,,"How long have you been in your office without leaving? (e.g., since taking a break or going to the bathroom) ",How many people are currently present in your office room?,What level of clothing best describes how you are currently dressed?,How would you rate your current mood?,"In this moment, how productive do you feel?","Please, rate your current thermal sensation:","In this moment, how satisfied or dissatisfied are you with the thermal environment?","In this moment, how satisfied or dissatisfied are you with the indoor air quality?","Please, rate the current office air quality:",Edible Food,Rotten Food,Cleaning products,Stationery,Green elements,Body odours,Other (please specify),pleasant,present,light,engaging,unpleasant,absent,overpowering,detached,natural,artificial,"In this moment, how satisfied or dissatisfied are you with the acoustic environment?"
Giulia,Unipi_13,Pisa,Other (please specify),NEST,31-60 minutes,3,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Neutral,Productive,Slightly cool,Neither satisfied nor dissatisfied,Slightly satisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,3,1,4,3,2,5,2,3,2,4,Satisfied
Giulia,Unipa_02,Palermo,,,3-30 minutes,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,Productive,Neutral,Neither satisfied nor dissatisfied,Satisfied,Neutral,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,,4,3,4,3,2,2,1,2,3,3,Satisfied
Giulia,Unipa_03,Palermo,,,31-60 minutes,2,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Neutral,Slightly unproductive,Neutral,Slightly satisfied,Slightly satisfied,Slightly fresh,1 Not at all,1 Not at all,1 Not at all,1 Not at all,2,1 Not at all,,4,3,3,3,2,3,3,3,4,2,Neither satisfied nor dissatisfied
Giulia,Unipi_09,Pisa,Other (please specify),Laboratorio NEST,More than 2 hours,3,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Good,Productive,Neutral,Satisfied,Satisfied,Slightly fresh,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,,3,3,3,3,3,3,3,3,3,3,Satisfied
Giulia,Unipa_01,Palermo,,,31-60 minutes,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Neutral,Productive,Slightly cool,Slightly dissatisfied,Satisfied,Slightly fresh,0 Not available,0 Not available,1 Not at all,1 Not at all,0 Not available,1 Not at all,,4,4,4,3,2,4,3,3,3,4,Slightly satisfied
Giulia,Unipi_13,Pisa,Other (please specify),NEST,61-120 minutes,3,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Good,Neither unproductive nor productive,Slightly cool,Slightly satisfied,Neither satisfied nor dissatisfied,Neutral,1 Not at all,1 Not at all,2,2,1 Not at all,1 Not at all,,3,2,4,2,2,4,2,3,3,4,Slightly satisfied
Giulia,Unipi_09,Pisa,Other (please specify),Laboratorio NEST,More than 2 hours,2,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Good,Productive,Neutral,Satisfied,Satisfied,Slightly fresh,1 Not at all,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,,3,3,4,3,3,3,3,3,2,2,Satisfied
Giulia,Unipa_01,Palermo,,,More than 2 hours,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,Productive,Slightly cool,Slightly satisfied,Satisfied,Slightly fresh,0 Not available,0 Not available,1 Not at all,1 Not at all,0 Not available,2,,4,4,4,3,2,2,2,2,3,4,Satisfied
Giulia,Unipa_03,Palermo,,,3-30 minutes,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,Slighlty productive,Slightly cool,Neither satisfied nor dissatisfied,Slightly satisfied,Slightly fresh,1 Not at all,1 Not at all,1 Not at all,2,1 Not at all,1 Not at all,,4,4,3,3,2,2,3,3,4,2,Slightly satisfied
Giulia,Unipi_13,Pisa,Other (please specify),NEST,61-120 minutes,2,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Neutral,Productive,Slightly cool,Slightly satisfied,Slightly satisfied,Neutral,3,1 Not at all,1 Not at all,2,1 Not at all,1 Not at all,,4,3,4,3,2,3,2,3,3,3,Satisfied
Giulia,Unipa_02,Palermo,,,61-120 minutes,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,Slighlty productive,Slightly cool,Slightly satisfied,Satisfied,Neutral,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,,4,3,4,3,2,2,1,2,3,2,Satisfied
Giulia,Unipa_03,Palermo,,,31-60 minutes,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Neutral,Slighlty productive,Slightly cool,Slightly satisfied,Slightly satisfied,Slightly stale,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,4,4,3,3,2,3,3,3,4,3,Slightly satisfied
Giulia,Unipa_01,Palermo,,,More than 2 hours,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Bad,Slighlty productive,Slightly cool,Slightly dissatisfied,Satisfied,Neutral,0 Not available,0 Not available,0 Not available,2,0 Not available,1 Not at all,,4,4,4,3,2,2,3,3,3,4,Slightly satisfied
Giulia,Unipi_09,Pisa,Other (please specify),Laboratorio NEST,More than 2 hours,2,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Good,Productive,Neutral,Satisfied,Satisfied,Slightly fresh,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,,3,3,4,3,3,3,3,3,2,2,Satisfied
Giulia,Unipa_02,Palermo,,,31-60 minutes,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,Productive,Neutral,Satisfied,Satisfied,Neutral,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,,4,3,3,3,2,2,1,2,3,3,Satisfied
Giulia,Unipi_13,Pisa,Other (please specify),NEST,31-60 minutes,3,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Neutral,Slighlty productive,Slightly cool,Slightly satisfied,Neither satisfied nor dissatisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,2,1 Not at all,1 Not at all,,3,2,4,3,2,4,2,3,2,4,Satisfied
Giulia,Unipa_01,Palermo,,,More than 2 hours,3,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Bad,Productive,Slightly cool,Slightly dissatisfied,Satisfied,Slightly fresh,0 Not available,0 Not available,1 Not at all,1 Not at all,0 Not available,1 Not at all,,4,4,4,3,2,2,3,3,3,4,Slightly satisfied
Giulia,Unipa_03,Palermo,,,Less than 3 minutes,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,Productive,Slightly warm,Slightly satisfied,Slightly satisfied,Slightly fresh,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,4,4,4,3,2,3,2,3,3,3,Slightly dissatisfied
Giulia,Unipi_09,Pisa,Other (please specify),Laboratorio NEST,61-120 minutes,3,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Good,Productive,Neutral,Neither satisfied nor dissatisfied,Satisfied,Slightly fresh,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,,3,3,4,3,2,4,2,3,3,3,Satisfied
Giulia,Unipi_13,Pisa,Other (please specify),NEST,61-120 minutes,3,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Neutral,Productive,Slightly cool,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,2,1 Not at all,1 Not at all,,3,2,4,2,2,3,2,3,2,4,Slightly satisfied
Giulia,Unipa_01,Palermo,,,More than 2 hours,3,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Neutral,Productive,Slightly cool,Slightly satisfied,Satisfied,Slightly fresh,0 Not available,0 Not available,1 Not at all,1 Not at all,0 Not available,2,,4,4,4,3,2,2,3,2,4,4,Satisfied
Giulia,Unipa_02,Palermo,,,3-30 minutes,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,Productive,Neutral,Satisfied,Satisfied,Neutral,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,,4,3,3,3,2,2,1,2,3,2,Slightly satisfied
Giulia,Unipa_01,Palermo,,,61-120 minutes,3,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Neutral,Productive,Slightly cool,Slightly satisfied,Satisfied,Slightly fresh,2,0 Not available,0 Not available,1 Not at all,1 Not at all,2,,4,4,3,3,2,2,3,3,4,4,Satisfied
Giulia,Unipi_09,Pisa,Other (please specify),Laboratorio NEST,31-60 minutes,3,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Good,Productive,Neutral,Satisfied,Satisfied,Slightly fresh,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,,3,3,4,3,2,3,2,3,3,3,Satisfied
Giulia,Unipa_03,Palermo,,,3-30 minutes,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,Slighlty productive,Slightly warm,Slightly satisfied,Slightly satisfied,Slightly fresh,1 Not at all,1 Not at all,2,1 Not at all,1 Not at all,1 Not at all,,4,3,2,3,2,3,3,3,4,3,Slightly satisfied
Giulia,Eurac_05,Bolzano,D3.1.13b.02,,More than 2 hours,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Neutral,Slighlty productive,Slightly warm,Slightly satisfied,Slightly dissatisfied,Slightly stale,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,2,,2,3,3,3,4,3,3,3,3,3,Slightly dissatisfied
Giulia,Unipi_13,Pisa,Other (please specify),NEST,31-60 minutes,2,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Neutral,Productive,Slightly cool,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neutral,1 Not at all,1 Not at all,2,2,1 Not at all,1 Not at all,,2,2,4,2,2,3,2,3,1,5,Satisfied
Giulia,Unipa_02,Palermo,,,3-30 minutes,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,Productive,Neutral,Satisfied,Satisfied,Neutral,0 Not available,0 Not available,0 Not available,1 Not at all,0 Not available,0 Not available,,4,3,2,3,2,2,1,2,3,3,Satisfied
Giulia,Unipa_01,Palermo,,,31-60 minutes,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,Very productive,Neutral,Slightly satisfied,Very satisfied,Fresh,0 Not available,0 Not available,1 Not at all,0 Not available,0 Not available,1 Not at all,,4,3,4,3,2,1,3,2,3,4,Slightly dissatisfied
Giulia,Unipi_15,Pisa,Other (please specify),DESTEC - Ex Biblioteca 3° piano,3-30 minutes,2,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Good,Slighlty productive,Warm,Slightly dissatisfied,Slightly satisfied,Slightly fresh,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,4,3,3,3,2,3,2,2,3,3,Satisfied
Giulia,Unipa_03,Palermo,,,61-120 minutes,2,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Neutral,Slighlty productive,Slightly cool,Slightly satisfied,Slightly satisfied,Slightly fresh,0 Not available,0 Not available,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,4,3,3,3,2,2,3,3,4,2,Satisfied
Giulia,Unipa_02,Palermo,,,Less than 3 minutes,2,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Neutral,Slighlty productive,Slightly cool,Satisfied,Satisfied,Neutral,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,,4,3,4,3,2,2,1,2,3,2,Satisfied
Giulia,Eurac_03,Bolzano,D3.1.21.03,,31-60 minutes,2,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Neutral,Slighlty productive,Neutral,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,3,2,3,1,1,2,1,1,1,2,Neither satisfied nor dissatisfied
Giulia,Unipa_02,Palermo,,,61-120 minutes,2,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Neutral,Slighlty productive,Neutral,Satisfied,Satisfied,Neutral,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,,4,3,4,3,2,2,1,2,3,2,Satisfied
Giulia,Unipa_03,Palermo,,,61-120 minutes,2,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,Slighlty productive,Slightly cool,Slightly satisfied,Slightly satisfied,Slightly fresh,0 Not available,0 Not available,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,4,3,3,3,2,3,3,3,4,2,Satisfied
Giulia,Unipi_15,Pisa,Other (please specify),DESTEC - Ex Biblioteca 3° piano,31-60 minutes,3,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Good,Neither unproductive nor productive,Slightly warm,Slightly dissatisfied,Neither satisfied nor dissatisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,3,3,3,3,2,3,3,3,3,3,Satisfied
Giulia,Eurac_03,Bolzano,D3.1.21.03,,3-30 minutes,1 (just me),"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Neutral,Slighlty productive,Slightly warm,Neither satisfied nor dissatisfied,Slightly dissatisfied,Slightly stale,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,2,2,2,1,1,1,1,1,1,3,Neither satisfied nor dissatisfied
Giulia,Unipa_03,Palermo,,,31-60 minutes,2,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Neutral,Slightly unproductive,Neutral,Slightly satisfied,Slightly satisfied,Slightly fresh,0 Not available,0 Not available,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,4,3,3,3,2,3,3,3,4,2,Slightly satisfied
Giulia,Unipa_02,Palermo,,,31-60 minutes,2,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Neutral,Neither unproductive nor productive,Neutral,Satisfied,Satisfied,Neutral,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,,4,3,4,3,2,2,1,2,3,2,Satisfied
Giulia,Unipi_15,Pisa,Other (please specify),DESTEC - Ex Biblioteca 3° piano,31-60 minutes,2,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Neutral,Neither unproductive nor productive,Slightly warm,Slightly dissatisfied,Slightly satisfied,Slightly fresh,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,3,3,3,3,2,3,2,2,3,3,Satisfied
Giulia,Unipa_02,Palermo,,,3-30 minutes,2,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,Slighlty productive,Neutral,Satisfied,Satisfied,Neutral,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,,4,3,4,3,2,2,1,2,3,2,Satisfied
Giulia,Unipa_03,Palermo,,,31-60 minutes,2,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Neutral,Slightly unproductive,Neutral,Slightly satisfied,Slightly satisfied,Slightly fresh,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,3,3,3,3,3,3,3,3,4,3,Satisfied
Giulia,Unipa_01,Palermo,,,More than 2 hours,3,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Neutral,Productive,Slightly cool,Slightly dissatisfied,Satisfied,Slightly fresh,0 Not available,0 Not available,0 Not available,1 Not at all,0 Not available,1 Not at all,,4,4,4,4,2,3,3,3,3,3,Satisfied
Giulia,Unipa_03,Palermo,,,Less than 3 minutes,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,Slighlty productive,Slightly cool,Slightly satisfied,Slightly satisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,3,4,3,3,3,3,3,3,4,2,Slightly satisfied
Giulia,Unipa_02,Palermo,,,31-60 minutes,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Neutral,Productive,Slightly cool,Satisfied,Satisfied,Slightly fresh,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,,4,3,4,3,2,2,1,2,3,2,Satisfied
Giulia,Unipi_15,Pisa,Other (please specify),DESTEC - Ex Biblioteca 3° piano,31-60 minutes,3,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Neutral,Slightly unproductive,Slightly warm,Slightly dissatisfied,Neither satisfied nor dissatisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,4,3,3,3,3,3,3,3,3,3,Satisfied
Giulia,Unipa_03,Palermo,,,31-60 minutes,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,Slighlty productive,Neutral,Satisfied,Satisfied,Slightly fresh,0 Not available,0 Not available,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,4,3,3,3,3,3,3,3,4,3,Satisfied
Giulia,Unipa_01,Palermo,,,More than 2 hours,3,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Bad,Productive,Slightly cool,Slightly satisfied,Satisfied,Slightly fresh,0 Not available,0 Not available,0 Not available,1 Not at all,0 Not available,1 Not at all,,4,4,4,4,2,2,2,2,3,3,Satisfied
Giulia,Unipa_02,Palermo,,,More than 2 hours,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Neutral,Productive,Neutral,Satisfied,Satisfied,Slightly fresh,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,,4,3,4,3,2,2,1,2,3,2,Satisfied
Giulia,Unipi_15,Pisa,Other (please specify),DESTEC - Ex Biblioteca 3° piano,31-60 minutes,3,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Neutral,Slightly unproductive,Slightly warm,Slightly dissatisfied,Slightly satisfied,Slightly fresh,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,3,3,3,3,3,3,3,3,3,3,Satisfied
Giulia,Eurac_03,Bolzano,D3.1.21.03,,61-120 minutes,2,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Neutral,Slighlty productive,Neutral,Slightly satisfied,Neither satisfied nor dissatisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,3,3,3,3,3,3,3,3,3,3,Satisfied
Giulia,Unipa_03,Palermo,,,31-60 minutes,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,Productive,Neutral,Slightly satisfied,Slightly satisfied,Slightly fresh,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,,4,3,3,3,2,3,3,3,3,3,Neither satisfied nor dissatisfied
Giulia,Unipa_01,Palermo,,,More than 2 hours,3,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Bad,Productive,Cool,Slightly dissatisfied,Satisfied,Slightly fresh,0 Not available,0 Not available,1 Not at all,1 Not at all,0 Not available,1 Not at all,,4,4,4,4,2,2,2,2,3,3,Satisfied
Giulia,Unipa_02,Palermo,,,61-120 minutes,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Neutral,Productive,Neutral,Satisfied,Satisfied,Slightly fresh,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,,4,3,4,3,2,2,1,2,3,2,Satisfied
Giulia,Unipi_15,Pisa,Other (please specify),DESTEC - Ex Biblioteca 3° piano,31-60 minutes,3,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Neutral,Slightly unproductive,Slightly warm,Dissatisfied,Slightly satisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,4,3,3,2,2,2,2,2,2,4,Satisfied
Giulia,Unipi_15,Pisa,Other (please specify),DESTEC - Ex Biblioteca 3° piano,3-30 minutes,2,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Bad,Unproductive,Slightly warm,Slightly dissatisfied,Slightly satisfied,Slightly stale,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,3,3,3,3,3,3,3,3,3,3,Satisfied
Giulia,Unipa_01,Palermo,,,31-60 minutes,3,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Good,Very productive,Slightly cool,Slightly dissatisfied,Very satisfied,Slightly fresh,0 Not available,0 Not available,1 Not at all,0 Not available,1 Not at all,1 Not at all,,4,4,4,4,2,2,2,2,3,3,Slightly satisfied
Giulia,Unipa_02,Palermo,,,31-60 minutes,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Neutral,Productive,Neutral,Satisfied,Satisfied,Slightly fresh,0 Not available,0 Not available,0 Not available,1 Not at all,0 Not available,0 Not available,,4,3,4,3,2,2,1,2,3,2,Satisfied
Giulia,Unipa_03,Palermo,,,31-60 minutes,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Neutral,Slighlty productive,Slightly cool,Slightly satisfied,Slightly satisfied,Slightly fresh,1 Not at all,1 Not at all,2,1 Not at all,1 Not at all,1 Not at all,,4,3,4,3,2,3,2,3,2,2,Slightly satisfied
Giulia,Eurac_03,Bolzano,D3.1.21.03,,Less than 3 minutes,1 (just me),"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,Slighlty productive,Neutral,Satisfied,Neither satisfied nor dissatisfied,Slightly stale,1 Not at all,1 Not at all,1 Not at all,3,1 Not at all,1 Not at all,,2,4,3,1,4,2,1,1,1,4,Satisfied
Giulia,Unipi_12,Pisa,Other (please specify),Palazzina fisica tecnica,61-120 minutes,1 (just me),"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Bad,Slighlty productive,Neutral,Slightly satisfied,Slightly satisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,3,4,3,2,3,2,2,3,3,3,Slightly satisfied
Giulia,Unipi_12,Pisa,Other (please specify),Palazzina fisica tecnica,61-120 minutes,1 (just me),"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Bad,Slighlty productive,Neutral,Satisfied,Neither satisfied nor dissatisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,3,3,3,2,2,4,2,3,3,3,Satisfied
Giulia,Eurac_05,Bolzano,D3.1.13b.02,,More than 2 hours,1 (just me),"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,Slighlty productive,Slightly warm,Slightly satisfied,Slightly dissatisfied,Slightly stale,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,2,,3,3,3,3,4,3,3,3,3,3,Satisfied
Giulia,Unipa_01,Palermo,,,More than 2 hours,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Bad,Slighlty productive,Cool,Slightly dissatisfied,Satisfied,Slightly fresh,0 Not available,0 Not available,1 Not at all,1 Not at all,0 Not available,1 Not at all,,4,4,4,4,2,2,2,2,4,4,Very satisfied
Giulia,Unipa_03,Palermo,,,31-60 minutes,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Neutral,Neither unproductive nor productive,Neutral,Satisfied,Slightly dissatisfied,Neutral,1 Not at all,1 Not at all,2,1 Not at all,1 Not at all,1 Not at all,,3,3,4,3,3,2,2,3,3,4,Slightly satisfied
Giulia,Unipa_02,Palermo,,,More than 2 hours,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Neutral,Slighlty productive,Slightly cool,Slightly satisfied,Satisfied,Neutral,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,,4,3,4,3,2,2,1,2,3,3,Satisfied
Giulia,Unipi_12,Pisa,Other (please specify),Palazzina fisica tecnica,61-120 minutes,1 (just me),"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Bad,Neither unproductive nor productive,Neutral,Satisfied,Slightly satisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,3,3,3,2,2,4,2,3,3,3,Slightly dissatisfied
Giulia,Unipa_01,Palermo,,,61-120 minutes,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Neutral,Productive,Cool,Slightly dissatisfied,Slightly satisfied,Slightly stale,0 Not available,0 Not available,1 Not at all,2,0 Not available,1 Not at all,,2,2,2,2,3,3,4,4,3,4,Satisfied
Giulia,Unipa_02,Palermo,,,31-60 minutes,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Neutral,Slighlty productive,Slightly cool,Slightly satisfied,Satisfied,Neutral,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,,4,3,4,3,2,2,1,2,3,3,Satisfied
Giulia,Unipa_03,Palermo,,,31-60 minutes,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,Productive,Neutral,Satisfied,Slightly satisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,4,2,3,3,3,3,3,3,4,3,Slightly satisfied
Giulia,Eurac_01,Bolzano,D3.1.21.04,,Less than 3 minutes,2,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Neutral,Slighlty productive,Neutral,Slightly satisfied,Satisfied,Fresh,0 Not available,0 Not available,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,3,1,3,3,1,5,1,5,3,3,Neither satisfied nor dissatisfied
Giulia,Unipi_12,Pisa,Other (please specify),Palazzina fisica tecnica,3-30 minutes,1 (just me),"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Bad,Slightly unproductive,Neutral,Satisfied,Slightly satisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,3,3,3,3,2,4,2,3,3,2,Neither satisfied nor dissatisfied
Giulia,Unipa_01,Palermo,,,31-60 minutes,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,Productive,Cool,Slightly satisfied,Satisfied,Neutral,0 Not available,0 Not available,0 Not available,1 Not at all,0 Not available,1 Not at all,,4,4,4,4,2,2,2,2,3,4,Satisfied
Giulia,Unipa_03,Palermo,,,31-60 minutes,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,Productive,Slightly cool,Slightly satisfied,Slightly satisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,4,3,4,3,3,3,3,3,4,3,Slightly satisfied
Giulia,Unipa_02,Palermo,,,31-60 minutes,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,Slighlty productive,Neutral,Satisfied,Satisfied,Neutral,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,,3,3,3,3,2,2,1,2,3,3,Satisfied
Giulia,Eurac_01,Bolzano,D3.1.21.04,,Less than 3 minutes,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,Slighlty productive,Slightly cool,Slightly dissatisfied,Satisfied,Fresh,0 Not available,0 Not available,1 Not at all,1 Not at all,0 Not available,1 Not at all,,3,1,2,1,1,5,1,4,3,3,Slightly dissatisfied
